id,is_callcenter
78446,0.087754958026933
78447,0.5405904453914585
78448,0.833848708984697
78449,0.29196079325028457
78450,0.5941249827886093
78451,0.4620556456670769
78452,0.37765508649803414
78453,0.9625264856970964
78454,0.12506053375586745
78455,0.25925355923687043
78456,0.887350427115069
78457,0.8875216328642169
78458,0.03838569222258248
78459,0.9194648242527254
78460,0.8254735599880595
78461,0.04861889865238622
78462,0.9062518634073664
78463,0.83596986562069
78464,0.25847492509757297
78465,0.6105203853683373
78466,0.36545546930789863
78467,0.34869794371472596
78468,0.730639461526005
78469,0.7825981251719563
78470,0.8141081896517
78471,0.9575199958162156
78472,0.7162196338745693
78473,0.7136360797620094
78474,0.8297144356090164
78475,0.19438500643827406
78476,0.5527454521248506
78477,0.5467070649620516
78478,0.6639257119764894
78479,0.5699548189589076
78480,0.8008764731502764
78481,0.7038573922233075
78482,0.9865361669577631
78483,0.5126815378399558
78484,0.39709967108734123
78485,0.4661105553943954
78486,0.21526277167871222
78487,0.48448759901669836
78488,0.585939008411448
78489,0.05316491137045709
78490,0.5036381940916783
78491,0.620549239530587
78492,0.7950407386768863
78493,0.22937097825050612
78494,0.2503400435970782
78495,0.5772421056109707
78496,0.7499962352402242
78497,0.7071868750955628
78498,0.7391036276030383
78499,0.26034015487107676
78500,0.11877461378120513
78501,0.6270385210805585
78502,0.8879631699890249
78503,0.8465020002646113
78504,0.5044378088760524
78505,0.21197880031533978
78506,0.9807853154640839
78507,0.35416532006025336
78508,0.6200345434359718
78509,0.6620984776233981
78510,0.2986282465293316
78511,0.7788834732594229
78512,0.01664415513255313
78513,0.3586182060758728
78514,0.13892156339801232
78515,0.9299990261018573
78516,0.24431320845173132
78517,0.5286018277227043
78518,0.4803747272431359
78519,0.27670515032390797
78520,0.8465809861621345
78521,0.018397119141484675
78522,0.8792854065288493
78523,0.4190896384199183
78524,0.05487846872938018
78525,0.32401564337691646
78526,0.33921917913654087
78527,0.3984298675886194
78528,0.6042007154653637
78529,0.9735161867419978
78530,0.6641361338846989
78531,0.5319913369572522
78532,0.9180517407565482
78533,0.37369368527643276
78534,0.592865181292606
78535,0.266046034890117
78536,0.7065674026610574
78537,0.6008859200702723
78538,0.7505196601088753
78539,0.2513049203527321
78540,0.04635167930917383
78541,0.08995672790564213
78542,0.517621576925437
78543,0.7770747914801234
78544,0.4363756481453678
78545,0.3606180754914008
78546,0.7116871424672413
78547,0.1476089301559964
78548,0.8504441334295615
78549,0.4977860689502063
78550,0.5121778820805923
78551,0.8836104500584416
78552,0.1059048511366033
78553,0.3596836827972365
78554,0.3410896193410816
78555,0.18604651338190004
78556,0.21893106244592164
78557,0.2283239434828338
78558,0.6923261256793043
78559,0.386083115463297
78560,0.7906680135313463
78561,0.19033631445385835
78562,0.8176221738121016
78563,0.1900512078438258
78564,0.7591214134561879
78565,0.9997747525225585
78566,0.2984233702681923
78567,0.7647777740879143
78568,0.8909636506355761
78569,0.1744178110357828
78570,0.660142366595496
78571,0.4949401228114143
78572,0.41108461070588087
78573,0.4518650057925977
78574,0.48042911293283386
78575,0.3616734904836436
78576,0.01792080162683618
78577,0.9747709955742127
78578,0.4016402908766902
78579,0.2349211116155615
78580,0.3019369545595534
78581,0.29092215316122283
78582,0.8146930915777693
78583,0.6398134895182916
78584,0.361173405353059
78585,0.20038215655100033
78586,0.49489685459482513
78587,0.9896229936437059
78588,0.7937429158762105
78589,0.8863527452710378
78590,0.20052094233265927
78591,0.11832959237098362
78592,0.5210349086672386
78593,0.040693632872383256
78594,0.028033208639274054
78595,0.9808543938787048
78596,0.08480880657760792
78597,0.44833290634204825
78598,0.17951191033668223
78599,0.0705410373662958
78600,0.09576235171487113
78601,0.2972092917792146
78602,0.06337145965073165
78603,0.6532267645055463
78604,0.3193785288881582
78605,0.727732466677328
78606,0.29505069995736843
78607,0.8925214634620199
78608,0.3282838450187534
78609,0.5232739527205462
78610,0.27945675392609715
78611,0.8596600188742379
78612,0.2640291519527225
78613,0.19181186542435247
78614,0.38004783894883076
78615,0.3600496452551335
78616,0.44122715866646023
78617,0.7172986123650548
78618,0.6511570385766341
78619,0.1824406854698164
78620,0.7836139454194249
78621,0.23679385842763168
78622,0.9347995700063086
78623,0.8753063856676765
78624,0.44407601824816256
78625,0.8704015307526141
78626,0.7690107821033271
78627,0.0039679348111282264
78628,0.7538742788691992
78629,0.44587977901916953
78630,0.2182331508284776
78631,0.8645570743792595
78632,0.8673692338280502
78633,0.8503230419700216
78634,0.9732383120022099
78635,0.4830043980247709
78636,0.2701501146821994
78637,0.28677170146023934
78638,0.8061068751914937
78639,0.6021361379263525
78640,0.7340981105038554
78641,0.6117068268585611
78642,0.2133914977778545
78643,0.2670215495353232
78644,0.9743995692016821
78645,0.7337537109033875
78646,0.47080077120966113
78647,0.6977948889200902
78648,0.2663722960408099
78649,0.3034263135005171
78650,0.05136798305602808
78651,0.45667416789607373
78652,0.2378214090396642
78653,0.037286208452206315
78654,0.009458624826869322
78655,0.3820917653485514
78656,0.25196999441753065
78657,0.33952148250930414
78658,0.32278931156989166
78659,0.4846786902658128
